slide_no,slide_id,state,description_before_coordinates,latitude,longitude,description_after_coordinates,raw_record
966,AR/WKG/83A12/2021/007,Arunachal Pradesh,West Kameng NH 13 Slide 5 NH 13,27.153056,92.56175,Debris Slide NA,966 AR/WKG/83A12/2021/007 Arunachal Pradesh West Kameng NH 13 Slide 5 NH 13 27.153056 92.56175 Debris Slide NA
978,AR/WKG/83A12/2021/041,Arunachal Pradesh,West Kameng Seppa Road Slide 2 Seppa Road Section,27.166306,92.587139,Debris Slide NA,978 AR/WKG/83A12/2021/041 Arunachal Pradesh West Kameng Seppa Road Slide 2 Seppa Road Section 27.166306 92.587139 Debris Slide NA
979,AR/WKG/83A12/2021/040,Arunachal Pradesh,West Kameng Seppa Road Slide 1 Seppa Road Section,27.167139,92.587917,Debris Slide NA,979 AR/WKG/83A12/2021/040 Arunachal Pradesh West Kameng Seppa Road Slide 1 Seppa Road Section 27.167139 92.587917 Debris Slide NA
991,AR/WKG/83A12/2021/042,Arunachal Pradesh,West Kameng Seppa Road Slide 3 Seppa Road Section,27.182278,92.599889,Debris Slide NA,991 AR/WKG/83A12/2021/042 Arunachal Pradesh West Kameng Seppa Road Slide 3 Seppa Road Section 27.182278 92.599889 Debris Slide NA
992,AR/WKG/83A12/2021/043,Arunachal Pradesh,West Kameng Seppa Road Slide 4 Seppa Road Section,27.183833,92.599333,Debris Slide NA,992 AR/WKG/83A12/2021/043 Arunachal Pradesh West Kameng Seppa Road Slide 4 Seppa Road Section 27.183833 92.599333 Debris Slide NA
997,AR/WKG/83A12/2021/044,Arunachal Pradesh,West Kameng Seppa Road Slide 5 Seppa Road Section,27.190861,92.607806,Debris Slide NA,997 AR/WKG/83A12/2021/044 Arunachal Pradesh West Kameng Seppa Road Slide 5 Seppa Road Section 27.190861 92.607806 Debris Slide NA
998,AR/WKG/83A12/2021/045,Arunachal Pradesh,West Kameng Seppa Road Slide 6 Seppa Road Section,27.191667,92.610111,Debris Slide NA,998 AR/WKG/83A12/2021/045 Arunachal Pradesh West Kameng Seppa Road Slide 6 Seppa Road Section 27.191667 92.610111 Debris Slide NA
1002,AR/WKG/83A12/2021/008,Arunachal Pradesh,West Kameng NH 13 Slide 6 NH 13,27.204139,92.529278,Rock Fall NA,1002 AR/WKG/83A12/2021/008 Arunachal Pradesh West Kameng NH 13 Slide 6 NH 13 27.204139 92.529278 Rock Fall NA
1003,AR/WKG/83A12/2021/009,Arunachal Pradesh,West Kameng NH 13 Slide 7 NH 13,27.20675,92.537389,Debris Slide NA,1003 AR/WKG/83A12/2021/009 Arunachal Pradesh West Kameng NH 13 Slide 7 NH 13 27.20675 92.537389 Debris Slide NA
1004,AR/WKG/83A12/2021/010,Arunachal Pradesh,West Kameng NH 13 Slide 8 NH 13,27.206917,92.537667,Debris Slide NA,1004 AR/WKG/83A12/2021/010 Arunachal Pradesh West Kameng NH 13 Slide 8 NH 13 27.206917 92.537667 Debris Slide NA
1008,AR/WKG/83A12/2021/011,Arunachal Pradesh,West Kameng NH 13 Slide 9 NH 13/ W of New Kaspi,27.208222,92.55475,Debris Slide NA,1008 AR/WKG/83A12/2021/011 Arunachal Pradesh West Kameng NH 13 Slide 9 NH 13/ W of New Kaspi 27.208222 92.55475 Debris Slide NA
1045,AR/WKG/83A12/2021/049,Arunachal Pradesh,West Kameng Seppa Road Slide 8 Seppa Road Section,27.248722,92.737722,Rock Slide NA,1045 AR/WKG/83A12/2021/049 Arunachal Pradesh West Kameng Seppa Road Slide 8 Seppa Road Section 27.248722 92.737722 Rock Slide NA
1057,AR/WKG/83A07/2021/012,Arunachal Pradesh,West Kameng West of Bomdila Slide 1 W of Bomdila,27.266667,92.404389,Debris Slide NA,1057 AR/WKG/83A07/2021/012 Arunachal Pradesh West Kameng West of Bomdila Slide 1 W of Bomdila 27.266667 92.404389 Debris Slide NA
1067,AR/WKG/83A07/2021/013,Arunachal Pradesh,West Kameng NH 13 Slide 10 NH 13/ NW of Bomdila,27.277417,92.425278,Debris Slide NA,1067 AR/WKG/83A07/2021/013 Arunachal Pradesh West Kameng NH 13 Slide 10 NH 13/ NW of Bomdila 27.277417 92.425278 Debris Slide NA
1068,AR/WKG/83A07/2021/014,Arunachal Pradesh,West Kameng NH 13 Slide 11 NH 13/ NW of Bomdila,27.278417,92.426917,Debris Slide NA,1068 AR/WKG/83A07/2021/014 Arunachal Pradesh West Kameng NH 13 Slide 11 NH 13/ NW of Bomdila 27.278417 92.426917 Debris Slide NA
1075,AR/WKG/83A07/2021/015,Arunachal Pradesh,West Kameng NH 13 Slide 12 NH 13/ S of Tinghei,27.291528,92.391778,Debris Slide NA,1075 AR/WKG/83A07/2021/015 Arunachal Pradesh West Kameng NH 13 Slide 12 NH 13/ S of Tinghei 27.291528 92.391778 Debris Slide NA
1076,AR/WKG/83A07/2021/016,Arunachal Pradesh,West Kameng NH 13 Slide 13 NH 13/ S of Tinghei,27.292167,92.391889,Debris Slide NA,1076 AR/WKG/83A07/2021/016 Arunachal Pradesh West Kameng NH 13 Slide 13 NH 13/ S of Tinghei 27.292167 92.391889 Debris Slide NA
1077,AR/WKG/83A07/2021/017,Arunachal Pradesh,West Kameng NH 13 Slide 14 NH 13/ S of Tinghei,27.292444,92.391861,Debris Slide NA,1077 AR/WKG/83A07/2021/017 Arunachal Pradesh West Kameng NH 13 Slide 14 NH 13/ S of Tinghei 27.292444 92.391861 Debris Slide NA
1079,AR/WKG/83A07/2021/018,Arunachal Pradesh,West Kameng NH 13 Slide 15 NH 13/ S of Tinghei,27.293806,92.391694,Debris Slide NA,1079 AR/WKG/83A07/2021/018 Arunachal Pradesh West Kameng NH 13 Slide 15 NH 13/ S of Tinghei 27.293806 92.391694 Debris Slide NA
1094,AR/WKG/83A07/2021/019,Arunachal Pradesh,West Kameng NH 13 Slide 16 NH 13/ N of Tinghei,27.300667,92.391833,Debris Slide NA,1094 AR/WKG/83A07/2021/019 Arunachal Pradesh West Kameng NH 13 Slide 16 NH 13/ N of Tinghei 27.300667 92.391833 Debris Slide NA
1110,AR/WKG/83A07/2021/020,Arunachal Pradesh,West Kameng NH 13 Slide 17 NH 13/ N of Dharbu,27.325278,92.373722,Debris Slide NA,1110 AR/WKG/83A07/2021/020 Arunachal Pradesh West Kameng NH 13 Slide 17 NH 13/ N of Dharbu 27.325278 92.373722 Debris Slide NA
1122,AR/WKG/83A07/2021/021,Arunachal Pradesh,West Kameng NH 13 Slide 18 NH 13/ SE of Dirang Village,27.340556,92.274944,Debris Slide NA,1122 AR/WKG/83A07/2021/021 Arunachal Pradesh West Kameng NH 13 Slide 18 NH 13/ SE of Dirang Village 27.340556 92.274944 Debris Slide NA
1124,AP/WK/83E12/2008/A-14,Arunachal Pradesh,West Kameng Slide at 5 km N of Dirang,27.345556,92.266389,Debris Flow 2008,1124 AP/WK/83E12/2008/A-14 Arunachal Pradesh West Kameng Slide at 5 km N of Dirang  27.345556 92.266389 Debris Flow 2008
1131,AR/WKG/83A03/2021/039,Arunachal Pradesh,West Kameng NH 13 Slide 31 NH 13,27.358194,92.24325,Debris Slide NA,1131 AR/WKG/83A03/2021/039 Arunachal Pradesh West Kameng NH 13 Slide 31 NH 13 27.358194 92.24325 Debris Slide NA
1133,AR/WKG/83A03/2021/034,Arunachal Pradesh,West Kameng Dirang- Rungkhung Road Section Slide 1 Dirang- Rungkhung Road Section,27.362028,92.244028,Debris Slide NA,1133 AR/WKG/83A03/2021/034 Arunachal Pradesh West Kameng Dirang- Rungkhung Road Section Slide 1 Dirang- Rungkhung Road Section 27.362028 92.244028 Debris Slide NA
1134,AR/WKG/83A03/2021/035,Arunachal Pradesh,West Kameng Dirang- Rungkhung Road Section Slide 2 Dirang- Rungkhung Road Section,27.362444,92.243972,Debris Slide NA,1134 AR/WKG/83A03/2021/035 Arunachal Pradesh West Kameng Dirang- Rungkhung Road Section Slide 2 Dirang- Rungkhung Road Section 27.362444 92.243972 Debris Slide NA
1135,AR/WKG/83A03/2021/036,Arunachal Pradesh,West Kameng Dirang-Rungkhung Road Section Slide 3 Dirang-Rungkhung Road Section,27.363417,92.24375,Debris Slide NA,1135 AR/WKG/83A03/2021/036 Arunachal Pradesh West Kameng Dirang-Rungkhung Road Section Slide 3 Dirang-Rungkhung Road Section 27.363417 92.24375 Debris Slide NA
1137,AR/WKG/83A03/2021/037,Arunachal Pradesh,West Kameng Dirang Town Baptist Church Slide 1 Dirang-Rungkhung Road Section,27.367611,92.2415,Debris Slide NA,1137 AR/WKG/83A03/2021/037 Arunachal Pradesh West Kameng Dirang Town Baptist Church Slide 1 Dirang-Rungkhung Road Section 27.367611 92.2415 Debris Slide NA
1138,AR/WKG/83A03/2021/038,Arunachal Pradesh,West Kameng Dirang Town Baptist Church Slide 2 Dirang-Rungkhung Road Section,27.368333,92.241583,Debris Slide NA,1138 AR/WKG/83A03/2021/038 Arunachal Pradesh West Kameng Dirang Town Baptist Church Slide 2 Dirang-Rungkhung Road Section 27.368333 92.241583 Debris Slide NA
1140,AR/WKG/83A03/2021/024,Arunachal Pradesh,West Kameng NH 13 Slide 21 NH 13/ W of Milumkang,27.394306,92.157333,Rock Slide NA,1140 AR/WKG/83A03/2021/024 Arunachal Pradesh West Kameng NH 13 Slide 21 NH 13/ W of Milumkang 27.394306 92.157333 Rock Slide NA
1141,AR/WKG/83A03/2021/023,Arunachal Pradesh,West Kameng NH 13 Slide 20 NH 13/ W of Milumkang,27.395444,92.164167,Debris Slide NA,1141 AR/WKG/83A03/2021/023 Arunachal Pradesh West Kameng NH 13 Slide 20 NH 13/ W of Milumkang 27.395444 92.164167 Debris Slide NA
1142,AR/WKG/83A03/2021/022,Arunachal Pradesh,West Kameng NH 13 Slide 19 NH 13/ W of Milumkang,27.396722,92.163861,Rock Slide NA,1142 AR/WKG/83A03/2021/022 Arunachal Pradesh West Kameng NH 13 Slide 19 NH 13/ W of Milumkang 27.396722 92.163861 Rock Slide NA
1143,AR/WKG/83A03/2021/025,Arunachal Pradesh,West Kameng NH 13 Slide 22 NH 13/ NW of Milumkang,27.403722,92.141056,Debris Slide NA,1143 AR/WKG/83A03/2021/025 Arunachal Pradesh West Kameng NH 13 Slide 22 NH 13/ NW of Milumkang 27.403722 92.141056 Debris Slide NA
1144,AR/WKG/83A03/2021/032,Arunachal Pradesh,West Kameng NH 13 Slide 29 NH 13/ S of Nyakmadung,27.405861,92.133778,Debris Slide NA,1144 AR/WKG/83A03/2021/032 Arunachal Pradesh West Kameng NH 13 Slide 29 NH 13/ S of Nyakmadung 27.405861 92.133778 Debris Slide NA
1145,AR/WKG/83A07/2021/033,Arunachal Pradesh,West Kameng NH 13 Slide 30 NH 13/ S of Nyakmadung,27.409778,92.132167,Soil Slide NA,1145 AR/WKG/83A07/2021/033 Arunachal Pradesh West Kameng NH 13 Slide 30 NH 13/ S of Nyakmadung 27.409778 92.132167 Soil Slide NA
1153,AR/WKG/83A03/2021/026,Arunachal Pradesh,West Kameng NH 13 Slide 23 NH 13/ NW of Milumkang,27.433056,92.123583,Soil Slide NA,1153 AR/WKG/83A03/2021/026 Arunachal Pradesh West Kameng NH 13 Slide 23 NH 13/ NW of Milumkang 27.433056 92.123583 Soil Slide NA
1157,AR/WKG/83A03/2021/027,Arunachal Pradesh,West Kameng NH 13 Slide 24 NH 13/ S of Shomtsher,27.441361,92.117417,Debris Slide NA,1157 AR/WKG/83A03/2021/027 Arunachal Pradesh West Kameng NH 13 Slide 24 NH 13/ S of Shomtsher 27.441361 92.117417 Debris Slide NA
1164,AR/WKG/83A03/2021/028,Arunachal Pradesh,West Kameng NH 13 Slide 25 NH 13/ NE of Senge,27.456278,92.109556,Debris Slide NA,1164 AR/WKG/83A03/2021/028 Arunachal Pradesh West Kameng NH 13 Slide 25 NH 13/ NE of Senge 27.456278 92.109556 Debris Slide NA
1167,AP/WK/83E12/2008/A-12,Arunachal Pradesh,West Kameng Slide on Dirang -Tawang road,27.460278,92.110278,Rock Fall 2008,1167 AP/WK/83E12/2008/A-12 Arunachal Pradesh West Kameng Slide on Dirang -Tawang road  27.460278 92.110278 Rock Fall 2008
1177,AR/WKG/83A03/2021/029,Arunachal Pradesh,West Kameng NH 13 Slide 26 NH 13/ N of Ngotengnang,27.483667,92.10925,Rock Slide NA,1177 AR/WKG/83A03/2021/029 Arunachal Pradesh West Kameng NH 13 Slide 26 NH 13/ N of Ngotengnang 27.483667 92.10925 Rock Slide NA
1178,AR/WKG/83A03/2021/030,Arunachal Pradesh,West Kameng NH 13 Slide 27 NH 13/ NW of Kalobtse Mani,27.496333,92.104333,Rock Slide NA,1178 AR/WKG/83A03/2021/030 Arunachal Pradesh West Kameng NH 13 Slide 27 NH 13/ NW of Kalobtse Mani 27.496333 92.104333 Rock Slide NA
1179,AR/WKG/83A03/2021/031,Arunachal Pradesh,West Kameng NH 13 Slide 28 NH 13/ NW of Kalobtse Mani,27.497222,92.104667,Debris Slide NA,1179 AR/WKG/83A03/2021/031 Arunachal Pradesh West Kameng NH 13 Slide 28 NH 13/ NW of Kalobtse Mani 27.497222 92.104667 Debris Slide NA
1180,AP/WK/78M14/2008/A-13,Arunachal Pradesh,West Kameng Slide at 5 km SE from Tawang,27.512278,91.875556,NA Flow 2008,1180 AP/WK/78M14/2008/A-13 Arunachal Pradesh West Kameng Slide at 5 km SE from Tawang  27.512278 91.875556 NA Flow 2008
1218,ARN/TWG/FM/2016-17/01,Arunachal Pradesh,Tawang Famla Slide,27.58741667,91.88694444,Debris Slide 22 April 2016,1218 ARN/TWG/FM/2016-17/01 Arunachal Pradesh Tawang Famla Slide 27.58741667 91.88694444 Debris Slide 22 April 2016
1219,ARN/TWG/FM/2016-17/02,Arunachal Pradesh,Tawang Famla Slide,27.58741667,91.88694444,Earth / soil Slide 22 April 2016,1219 ARN/TWG/FM/2016-17/02 Arunachal Pradesh Tawang Famla Slide 27.58741667 91.88694444 Earth / soil Slide 22 April 2016
1220,ARN/TWG/NYD/2016-17/06,Arunachal Pradesh,Tawang Nyungmadung Slide,27.59152778,91.88044444,Earth / soil Flows 23 April 2016,1220 ARN/TWG/NYD/2016-17/06 Arunachal Pradesh Tawang Nyungmadung Slide 27.59152778 91.88044444 Earth / soil Flows 23 April 2016
1221,ARN/TWG/RBR/2016-17/17,Arunachal Pradesh,Tawang Rabrang Sinking zone,27.58647222,91.89636111,Earth/Soil/Debris Sinking/subside nce NA,1221 ARN/TWG/RBR/2016-17/17 Arunachal Pradesh Tawang Rabrang Sinking zone 27.58647222 91.89636111 Earth/Soil/Debris Sinking/subside nce NA
1222,ARN/TWG/KHT/2016-17/20,Arunachal Pradesh,Tawang Khangteng Slide,27.50994444,91.85486111,Earth Slide 2016,1222 ARN/TWG/KHT/2016-17/20 Arunachal Pradesh Tawang Khangteng Slide 27.50994444 91.85486111 Earth Slide 2016
1223,ARN/TWNG/78M14/2016/0015,Arunachal Pradesh,Tawang Khardung slide 2016,27.561083,91.911528,Debris Slide 2016,1223 ARN/TWNG/78M14/2016/0015 Arunachal Pradesh Tawang Khardung slide 2016 27.561083 91.911528 Debris Slide 2016
1233,AR/WKG/78M14/2021/003,Arunachal Pradesh,Tawang NH 13 Slide 35 NH 13,27.576806,91.993444,Debris Slide NA,1233 AR/WKG/78M14/2021/003 Arunachal Pradesh Tawang NH 13 Slide 35 NH 13 27.576806 91.993444 Debris Slide NA
1234,ARN/TWNG/78M14/2016/0018,Arunachal Pradesh,Tawang Dumgin Road sinking,27.579,91.868639,NA Subsidence 2016,1234 ARN/TWNG/78M14/2016/0018 Arunachal Pradesh Tawang Dumgin Road sinking  27.579 91.868639 NA Subsidence 2016
1235,AR/TAW/78M14/2014/22,Arunachal Pradesh,Tawang  NH-13,27.58006,91.97728,Rock cum Debris Slide 2013,1235 AR/TAW/78M14/2014/22 Arunachal Pradesh Tawang  NH-13 27.58006 91.97728 Rock cum Debris Slide 2013
1236,AR/WKG/78M14/2021/002,Arunachal Pradesh,Tawang Four Bridge Camp Slide NH 13,27.583611,91.973056,Debris Slide NA Sl.No. Slide_No State District Slide_Name NH_SH_Location Latitude Longitude Material Involved Movement Type History,1236 AR/WKG/78M14/2021/002 Arunachal Pradesh Tawang Four Bridge Camp Slide NH 13 27.583611 91.973056 Debris Slide NA Sl.No. Slide_No State District Slide_Name NH_SH_Location Latitude Longitude Material Involved Movement Type History
1237,AP/TAW/78M14-SE/2009-10/AR-,Arunachal Pradesh,Tawang Tawang Monastery/Arunachal Pradesh,27.584639,91.860917,Rock cum Debris  NA,1237 AP/TAW/78M14-SE/2009-10/AR- 1B Arunachal Pradesh Tawang Tawang Monastery/Arunachal Pradesh 27.584639 91.860917 Rock cum Debris  NA
1238,AP/TAW/78M14-SE/2009-10/AR-,Arunachal Pradesh,Tawang Tawang Monastery/Arunachal Pradesh,27.584639,91.860917,Rock cum Debris  NA,1238 AP/TAW/78M14-SE/2009-10/AR- 1C Arunachal Pradesh Tawang Tawang Monastery/Arunachal Pradesh 27.584639 91.860917 Rock cum Debris  NA
1239,AP/TAW/78M14-SE/2009-10/AR-,Arunachal Pradesh,Tawang Tawang Monastery/Arunachal Pradesh,27.584639,91.860917,Rock cum Debris  NA,1239 AP/TAW/78M14-SE/2009-10/AR- 1A Arunachal Pradesh Tawang Tawang Monastery/Arunachal Pradesh 27.584639 91.860917 Rock cum Debris  NA
1240,ARN/TWNG/787M14/2016/002,Arunachal Pradesh,Tawang Khremithang slide,27.586694,91.871444,NA Slide 2016,1240 ARN/TWNG/787M14/2016/002 1 Arunachal Pradesh Tawang Khremithang slide 27.586694 91.871444 NA Slide 2016
1241,ARN/TWNG/78M14/2016/0001,Arunachal Pradesh,Tawang Famla Slide,27.587417,91.886944,Debris Slide 22 April 2016,1241 ARN/TWNG/78M14/2016/0001 Arunachal Pradesh Tawang Famla Slide  27.587417 91.886944 Debris Slide 22 April 2016
1242,ARN/TWNG/78M14/2016/0002,Arunachal Pradesh,Tawang Famla Slide,27.587417,91.886944,NA Slide 22 April 2016,1242 ARN/TWNG/78M14/2016/0002 Arunachal Pradesh Tawang Famla Slide  27.587417 91.886944 NA Slide 22 April 2016
1243,ARN/TWNG/78M14/2016/0016,Arunachal Pradesh,Tawang Bomdir Supply Slide (Army),27.587611,91.894167,Debris Slide 2016,1243 ARN/TWNG/78M14/2016/0016 Arunachal Pradesh Tawang Bomdir Supply Slide (Army)  27.587611 91.894167 Debris Slide 2016
1244,ARN/TWG/78M14/2016/0028,Arunachal Pradesh,Tawang Govt. Girl Hr. Sec. School Slide Locality,27.589,91.873194,Earth Slide 2016,1244 ARN/TWG/78M14/2016/0028 Arunachal Pradesh Tawang Govt. Girl Hr. Sec. School Slide Locality 27.589 91.873194 Earth Slide 2016
1245,ARN/TWNG/78M14/2016/0019,Arunachal Pradesh,Tawang Thongleng Slide,27.58925,91.795667,Rock cum Debris Slide 2016,1245 ARN/TWNG/78M14/2016/0019 Arunachal Pradesh Tawang Thongleng Slide  27.58925 91.795667 Rock cum Debris Slide 2016
1246,ARN/TWNG/78M14/2016/0022,Arunachal Pradesh,Tawang New Lebrang slide,27.589417,91.861444,NA Slide 23 April 2016,1246 ARN/TWNG/78M14/2016/0022 Arunachal Pradesh Tawang New Lebrang slide  27.589417 91.861444 NA Slide 23 April 2016
1247,ARN/TWNG/78M14/2016/0007,Arunachal Pradesh,"Tawang Nyungmadung Slide near 4, 55 Bn. ITBP camp",27.589889,91.881194,NA Slide 2016,"1247 ARN/TWNG/78M14/2016/0007 Arunachal Pradesh Tawang Nyungmadung Slide near 4, 55 Bn. ITBP camp 27.589889 91.881194 NA Slide 2016"
1248,ARN/TWG/78M14/2016/0029,Arunachal Pradesh,Tawang New Market Sinking zone Locality,27.590556,91.867667,Debris Subsidence 2016,1248 ARN/TWG/78M14/2016/0029 Arunachal Pradesh Tawang New Market Sinking zone Locality 27.590556 91.867667 Debris Subsidence 2016
1249,ARN/TWG/78M14/2016/0030,Arunachal Pradesh,Tawang WRD Slide (North) Locality,27.590639,91.876806,Earth Slide 2016,1249 ARN/TWG/78M14/2016/0030 Arunachal Pradesh Tawang WRD Slide (North) Locality 27.590639 91.876806 Earth Slide 2016
1250,ARN/TWG/78M14/2016/0031,Arunachal Pradesh,Tawang WRD Slide (South) Locality,27.590639,91.876806,Debris Slide 2016,1250 ARN/TWG/78M14/2016/0031 Arunachal Pradesh Tawang WRD Slide (South) Locality 27.590639 91.876806 Debris Slide 2016
1251,ARN/TWNG/78M14/2016/0004,Arunachal Pradesh,Tawang Namet Slide,27.591389,91.9025,Rock cum Debris Slide 23 April 2016,1251 ARN/TWNG/78M14/2016/0004 Arunachal Pradesh Tawang Namet Slide  27.591389 91.9025 Rock cum Debris Slide 23 April 2016
1252,AR/WKG/78M14/2021/001,Arunachal Pradesh,Tawang NH 13 Slide 34 NH 13/ S of Jangda,27.591417,91.973083,Soil Slide NA,1252 AR/WKG/78M14/2021/001 Arunachal Pradesh Tawang NH 13 Slide 34 NH 13/ S of Jangda 27.591417 91.973083 Soil Slide NA
1253,ARN/TWNG/78M14/2016/0006,Arunachal Pradesh,Tawang Nyungmadung Slide,27.591528,91.880444,NA Flow 2016,1253 ARN/TWNG/78M14/2016/0006 Arunachal Pradesh Tawang Nyungmadung Slide  27.591528 91.880444 NA Flow 2016
1254,ARN/TWNG/78M14/2016/0008,Arunachal Pradesh,Tawang All India Radio Colony Slide,27.591806,91.865028,NA Fall 22 April 2016,1254 ARN/TWNG/78M14/2016/0008 Arunachal Pradesh Tawang All India Radio Colony Slide  27.591806 91.865028 NA Fall 22 April 2016
1255,ARN/TWNG/78M14/2016/0009,Arunachal Pradesh,Tawang Rubrang Slide,27.591833,91.865056,Debris Flow 2016,1255 ARN/TWNG/78M14/2016/0009 Arunachal Pradesh Tawang Rubrang Slide  27.591833 91.865056 Debris Flow 2016
1256,ARN/TWNG/78M14/2016/0011,Arunachal Pradesh,Tawang Topon Colony slide,27.592639,91.867528,NA Slide 2016,1256 ARN/TWNG/78M14/2016/0011 Arunachal Pradesh Tawang Topon Colony slide  27.592639 91.867528 NA Slide 2016
1257,ARN/TWNG/78M14/2016/0012,Arunachal Pradesh,Tawang Rubray (Shyo) Slide,27.592667,91.866222,Debris Flow 2016,1257 ARN/TWNG/78M14/2016/0012 Arunachal Pradesh Tawang Rubray (Shyo) Slide  27.592667 91.866222 Debris Flow 2016
1258,ARN/TWNG/78M14/2016/0010,Arunachal Pradesh,Tawang D.C. & S. P. Bungalows Slide,27.593139,91.873889,NA Slide 22 April 2016,1258 ARN/TWNG/78M14/2016/0010 Arunachal Pradesh Tawang D.C. & S. P. Bungalows Slide  27.593139 91.873889 NA Slide 22 April 2016
1259,ARN/TWNG/78M14/2016/0023,Arunachal Pradesh,Tawang Changpu sinking zone,27.593361,91.879444,NA Subsidence 23 April 2016,1259 ARN/TWNG/78M14/2016/0023 Arunachal Pradesh Tawang Changpu sinking zone  27.593361 91.879444 NA Subsidence 23 April 2016
1260,ARN/TWNG/78M14/2016/0013,Arunachal Pradesh,Tawang Duda Slide (District Urban Development Authority Colony),27.594833,91.866417,Debris Slide 22 April 2016,1260 ARN/TWNG/78M14/2016/0013 Arunachal Pradesh Tawang Duda Slide (District Urban Development Authority Colony) 27.594833 91.866417 Debris Slide 22 April 2016
1261,ARN/TWNG/78M14/2016/0014,Arunachal Pradesh,Tawang MG Road slide,27.594861,91.866444,NA Fall 2016,1261 ARN/TWNG/78M14/2016/0014 Arunachal Pradesh Tawang MG Road slide  27.594861 91.866444 NA Fall 2016
1262,ARN/TWNG/78M14/2016/0003,Arunachal Pradesh,Tawang Shyinteng slide,27.595167,91.895444,Debris Slide 2016,1262 ARN/TWNG/78M14/2016/0003 Arunachal Pradesh Tawang Shyinteng slide  27.595167 91.895444 Debris Slide 2016
1263,ARN/TWNG/78M14/2016/0005,Arunachal Pradesh,Tawang Khinmai Monastery slide,27.596278,91.894333,Debris Slide 2016 Sl.No. Slide_No State District Slide_Name NH_SH_Location Latitude Longitude Material Involved Movement Type History,1263 ARN/TWNG/78M14/2016/0005 Arunachal Pradesh Tawang Khinmai Monastery slide  27.596278 91.894333 Debris Slide 2016 Sl.No. Slide_No State District Slide_Name NH_SH_Location Latitude Longitude Material Involved Movement Type History
1264,ARN/TWNG/78M14/2016/0024,Arunachal Pradesh,Tawang SSB Colony slide,27.596639,91.878972,Debris Slide 23 April 2016,1264 ARN/TWNG/78M14/2016/0024 Arunachal Pradesh Tawang SSB Colony slide  27.596639 91.878972 Debris Slide 23 April 2016
